number,Filename,category,class,duration,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
23,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1018.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
24,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1019.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
25,CAMERA 4_OZ/good_cropped_png/OZ_Cropped102.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
26,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1020.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
27,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1021.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
28,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1022.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
29,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1023.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
30,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1024.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
31,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1025.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
32,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1026.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
33,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1027.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
34,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1028.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
35,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1029.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
36,CAMERA 4_OZ/good_cropped_png/OZ_Cropped103.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
37,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1030.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
38,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1031.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
39,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1032.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
40,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1033.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
41,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1034.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
42,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1035.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
43,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1036.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
44,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1037.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
45,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1038.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
46,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1039.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
47,CAMERA 4_OZ/good_cropped_png/OZ_Cropped104.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
48,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1040.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
49,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1041.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
50,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1042.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
51,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1043.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
52,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1044.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
53,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1045.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
54,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1046.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
55,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1047.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
56,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1048.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
57,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1049.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
58,CAMERA 4_OZ/good_cropped_png/OZ_Cropped105.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
59,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1050.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
60,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1051.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
61,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1052.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
62,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1053.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
63,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1054.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
64,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1055.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
65,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1056.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
66,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1057.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
67,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1058.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
68,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1059.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
69,CAMERA 4_OZ/good_cropped_png/OZ_Cropped106.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
70,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1060.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
71,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1061.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
72,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1062.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
73,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1063.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
74,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1064.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
75,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1065.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
76,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1066.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
77,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1067.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
78,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1068.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
79,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1069.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
80,CAMERA 4_OZ/good_cropped_png/OZ_Cropped107.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
81,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1070.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
82,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1071.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
83,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1072.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
84,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1073.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
85,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1074.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
86,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1075.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
87,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1076.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
88,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1077.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
89,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1078.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
90,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1079.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
91,CAMERA 4_OZ/good_cropped_png/OZ_Cropped108.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
92,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1080.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
93,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1081.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
94,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1082.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
95,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1083.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
96,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1084.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
97,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1085.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
98,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1086.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
99,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1087.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
100,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1088.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
101,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1089.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
102,CAMERA 4_OZ/good_cropped_png/OZ_Cropped109.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
103,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1090.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
104,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1091.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
105,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1092.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
106,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1093.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
107,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1094.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
108,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1095.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
109,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1096.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
110,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1097.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
111,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1098.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
112,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1099.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
113,CAMERA 4_OZ/good_cropped_png/OZ_Cropped11.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
114,CAMERA 4_OZ/good_cropped_png/OZ_Cropped110.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
115,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1100.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
116,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1101.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
117,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1102.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
118,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1103.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
119,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1104.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
120,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1105.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
121,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1106.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
122,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1107.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
123,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1108.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
124,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1109.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
125,CAMERA 4_OZ/good_cropped_png/OZ_Cropped111.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
126,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1110.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
127,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1111.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
128,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1112.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
129,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1113.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
130,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1114.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
131,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1115.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
132,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1116.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
133,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1117.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
134,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1118.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
135,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1119.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
136,CAMERA 4_OZ/good_cropped_png/OZ_Cropped112.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
137,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1120.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
138,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1121.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
139,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1122.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
140,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1123.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
141,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1124.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
142,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1125.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
143,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1126.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
144,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1127.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
145,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1128.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
146,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1129.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
147,CAMERA 4_OZ/good_cropped_png/OZ_Cropped113.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
148,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1130.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
149,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1131.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
150,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1132.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
151,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1133.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
152,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1134.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
153,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1135.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
154,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1136.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
155,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1137.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
156,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1138.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
157,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1139.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
158,CAMERA 4_OZ/good_cropped_png/OZ_Cropped114.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
159,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1140.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
160,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1141.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
161,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1142.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
162,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1143.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
163,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1144.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
164,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1145.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
165,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1146.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
166,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1147.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
167,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1148.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
168,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1149.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
169,CAMERA 4_OZ/good_cropped_png/OZ_Cropped115.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
170,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1150.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
171,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1151.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
172,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1152.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
173,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1153.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
174,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1154.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
175,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1155.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
176,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1156.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
177,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1157.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
178,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1158.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
179,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1159.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
180,CAMERA 4_OZ/good_cropped_png/OZ_Cropped116.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
181,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1160.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
182,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1161.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
183,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1162.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
184,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1163.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
185,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1164.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
186,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1165.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
187,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1166.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
188,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1167.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
189,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1168.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
190,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1169.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
191,CAMERA 4_OZ/good_cropped_png/OZ_Cropped117.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
192,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1170.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
193,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1171.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
194,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1172.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
195,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1173.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
196,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1174.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
197,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1175.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
198,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1176.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
199,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1177.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,0
200,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1178.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
201,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1179.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
202,CAMERA 4_OZ/good_cropped_png/OZ_Cropped118.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
203,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1180.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
204,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1181.png,good,0,0.0,0,0,0,0,0,0,0,0,0,0
205,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1182.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,0
206,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1183.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,0
