number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,Histogram 220,Histogram 221,Histogram 222,Histogram 223,Histogram 224,Histogram 225,Histogram 226,Histogram 227,Histogram 228,Histogram 229,Histogram 230,Histogram 231,Histogram 232,Histogram 233,Histogram 234,Histogram 235,Histogram 236,Histogram 237,Histogram 238,Histogram 239,Histogram 240,Histogram 241,Histogram 242,Histogram 243,Histogram 244,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
11,CAMERA 4_OZ/good/GOOD20230722185829544247.jpg,good,0,0.046999999998661224,4.064172813487806,7.8245941472687575,6.354043000700905,7.645502459179739,0.20089733428759055,0.18730522638168204,0.19590186226369033,0.1875594318514884,0.6486859574385809,0.5858847977667586,0.6208177418892707,0.5874338728764495,351.7591499824261,1015.6418753154384,762.5767118485489,982.9601953257674,0.9438428118794783,0.8380271526548838,0.8779736940271188,0.8432331151627772,492.0,430.0,445.0,554.0,775.0,956.0,1114.0,1072.0,1017.0,1050.0,1168.0,1336.0,1463.0,1544.0,1287.0,992.0,1109.0,1473.0,1792.0,1948.0,1824.0,1503.0,1110.0,1178.0,1947.0,2789.0,2900.0,3308.0,2310.0,4054.0,18010.0,7320.0,642.0,302.0,209.0
12,CAMERA 4_OZ/good/GOOD20230722185843275354.jpg,good,0,0.06300000000192085,4.086535534480687,7.832200584568488,6.359359663472542,7.6618656900374305,0.20580454544100538,0.19149432107495393,0.1992830554300629,0.19139084102065593,0.6526244440822887,0.5900043935608953,0.6240912102425915,0.5937066175422723,370.04686804822404,1013.9521897852778,752.0693853704076,981.9924170393253,0.9411070244559729,0.8388201962139122,0.8800160164049304,0.8438951523037004,434.0,417.0,478.0,504.0,677.0,924.0,1109.0,1116.0,1004.0,967.0,1100.0,1310.0,1578.0,1549.0,1320.0,1006.0,1040.0,1606.0,1833.0,2076.0,1689.0,1624.0,1171.0,1294.0,1907.0,3119.0,2871.0,3176.0,2391.0,3815.0,18206.0,7416.0,609.0,297.0,242.0
13,CAMERA 4_OZ/good/GOOD20230722185857366063.jpg,good,0,0.046999999998661224,4.045545018147681,7.7937927715366015,6.333757887356689,7.598314375931473,0.19711358927015973,0.18348131141412496,0.19090627781940994,0.18390800872514268,0.6451441400006075,0.5818904421374919,0.6138060373780577,0.5848297301893757,338.7167310619272,977.5985374041566,730.7401612526251,943.1175358899145,0.945594822361726,0.8431449330596686,0.8823509889668849,0.8486713138206873,434.0,447.0,494.0,589.0,729.0,901.0,1084.0,1107.0,973.0,1058.0,1199.0,1349.0,1523.0,1523.0,1318.0,956.0,1082.0,1455.0,1798.0,1947.0,1938.0,1445.0,1054.0,1231.0,1918.0,3035.0,2905.0,3094.0,2458.0,4027.0,17612.0,7439.0,769.0,335.0,220.0
14,CAMERA 4_OZ/good/GOOD20230722185912941807.jpg,good,0,0.062000000001717126,4.097108066971001,7.849291591834556,6.377716756251319,7.674601777182775,0.20403855561195336,0.1912027626913762,0.19986899883226614,0.19117705447078254,0.6509989118906113,0.5864202258161807,0.6208276759013718,0.5900538573008351,370.2689146469846,1007.4408681667904,745.1295746669714,975.3356927374634,0.9411046911413433,0.8399571701174529,0.8811994592360649,0.8450517839164031,452.0,462.0,484.0,518.0,682.0,897.0,1082.0,1107.0,1023.0,988.0,1149.0,1350.0,1501.0,1448.0,1355.0,1034.0,1057.0,1527.0,1879.0,1999.0,1751.0,1547.0,1167.0,1260.0,1985.0,2853.0,2938.0,3127.0,2424.0,4014.0,18315.0,7180.0,669.0,302.0,216.0
15,CAMERA 4_OZ/good/GOOD20230722190125279641.jpg,good,0,0.046999999998661224,4.101205947781204,7.884330504395729,6.424620238373277,7.733140824734704,0.21493223416308158,0.20149734592608567,0.20924967113642154,0.20213424603533556,0.6647498263332553,0.6023486984643088,0.6341620831336516,0.6049455802153817,372.88790539748516,1020.223356927342,756.9015774713604,990.6683335093782,0.938279350073977,0.8314586227730587,0.8744673928649017,0.8363405922738616,465.0,425.0,414.0,503.0,656.0,885.0,937.0,949.0,820.0,918.0,1136.0,1396.0,1516.0,1501.0,1409.0,1112.0,1203.0,1485.0,1904.0,1978.0,2219.0,1713.0,1120.0,1391.0,2111.0,3112.0,3141.0,3207.0,2415.0,3848.0,19139.0,6746.0,699.0,382.0,314.0
16,CAMERA 4_OZ/good/GOOD20230722190140423514.jpg,good,0,0.06199999999807915,4.118768294110679,7.89015271566219,6.465552699228581,7.764587808571059,0.2056497570862553,0.1923080980892412,0.20042254560311495,0.19337753092130242,0.6532106516335544,0.591202806425235,0.6235270328670315,0.5945168865384332,374.4125043905741,1019.170405324476,756.760761860239,994.0416593301843,0.9377476466433964,0.8308708603351269,0.8739236138105004,0.8350399504375925,482.0,425.0,461.0,518.0,699.0,873.0,950.0,925.0,902.0,931.0,1096.0,1355.0,1442.0,1588.0,1486.0,1042.0,1156.0,1535.0,1749.0,2082.0,2156.0,1756.0,1167.0,1345.0,2041.0,2994.0,3168.0,3167.0,2605.0,3811.0,18655.0,6945.0,883.0,433.0,301.0
17,CAMERA 4_OZ/good/GOOD20230722190154715700.jpg,good,0,0.0470000000022992,4.055180892167117,7.803793827986236,6.387356859079044,7.664131187566502,0.21449741346830645,0.2010951517660589,0.20969049843430138,0.2017600095082158,0.6635014399315458,0.6005916516594451,0.6336154532773807,0.6042880138861104,356.6334972485564,1002.5964362432422,753.2648282308851,972.7996032444454,0.9404661798887476,0.8329546449651704,0.8740057321143657,0.8379183389342902,435.0,412.0,470.0,546.0,704.0,843.0,953.0,915.0,848.0,934.0,1158.0,1422.0,1575.0,1524.0,1330.0,1103.0,1107.0,1556.0,1922.0,2080.0,2119.0,1579.0,1100.0,1419.0,1958.0,3182.0,3033.0,3042.0,2486.0,3621.0,19170.0,7116.0,696.0,368.0,253.0
18,CAMERA 4_OZ/good/GOOD20230722190208672172.jpg,good,0,0.06299999999828287,4.133907036646678,7.872404361962849,6.467480719794146,7.758859503937885,0.20503496249390943,0.19120486370594628,0.19824994212166347,0.19161596181551907,0.651386267849656,0.5885782160152183,0.6192478537250625,0.5903634109742818,372.9571829996398,1015.061896209667,755.2614045337617,988.9587280346242,0.9381361156964484,0.8319523306731665,0.8744721615166966,0.8362728586551794,488.0,414.0,466.0,520.0,641.0,837.0,983.0,1005.0,894.0,931.0,1023.0,1340.0,1555.0,1557.0,1440.0,1104.0,1131.0,1511.0,1834.0,2096.0,2154.0,1661.0,1179.0,1354.0,2009.0,3106.0,2989.0,3125.0,2702.0,4070.0,18571.0,6650.0,917.0,490.0,331.0
19,CAMERA 4_OZ/good/GOOD20230722190224048817.jpg,good,0,0.0470000000022992,4.080025758107898,7.868237255108876,6.448679598036723,7.733739479522211,0.21478829610116534,0.20036279902298637,0.20836928334733804,0.2012742228216624,0.6634423649843784,0.6006082635787566,0.6329583529821806,0.6025812398031436,365.21071303125416,1011.580319517294,760.449474176202,985.6838515805398,0.9394511391850879,0.8326176570545003,0.873676335978955,0.8369020287630943,450.0,438.0,413.0,513.0,635.0,851.0,991.0,878.0,848.0,881.0,1138.0,1438.0,1506.0,1572.0,1495.0,1076.0,1105.0,1516.0,1863.0,2107.0,2059.0,1701.0,1205.0,1429.0,2069.0,3088.0,3221.0,3131.0,2487.0,3646.0,19198.0,6969.0,719.0,347.0,260.0
20,CAMERA 4_OZ/good/GOOD20230722190239235133.jpg,good,0,0.06199999999807915,4.1007844514693,7.867157328825575,6.429481187193064,7.748999307438329,0.2174384348475085,0.20441539242677767,0.212299183556156,0.20504734975216896,0.6653550922033024,0.6027860089834912,0.6341800110293139,0.6048630558854854,371.12925886897233,1017.9272340974679,759.7381046973537,996.4370766864768,0.9386093584414963,0.83194954704239,0.8740787348356768,0.835496609965876,480.0,403.0,401.0,481.0,680.0,855.0,983.0,940.0,809.0,825.0,1123.0,1417.0,1491.0,1629.0,1395.0,1161.0,1140.0,1576.0,1837.0,1989.0,2182.0,1648.0,1214.0,1391.0,2035.0,3231.0,3022.0,3342.0,2460.0,3788.0,19529.0,6403.0,762.0,382.0,282.0
21,CAMERA 4_OZ/good/GOOD20230722190254024870.jpg,good,0,0.0470000000022992,4.07378527104551,7.8326701177351925,6.384832904884109,7.7046166848607704,0.21100061518841226,0.19698598512273807,0.20521269747965612,0.19813911005244308,0.6614416516817083,0.5995047439223988,0.6297591186687438,0.6000588491470452,366.6555438473162,1011.1061144956323,751.6087870997816,982.5928325761791,0.9389519601111477,0.83196981163623,0.8746087421297148,0.8367071806847348,482.0,499.0,431.0,550.0,694.0,807.0,930.0,979.0,870.0,924.0,1178.0,1421.0,1571.0,1545.0,1394.0,1060.0,1046.0,1443.0,1886.0,2145.0,2011.0,1764.0,1090.0,1259.0,1974.0,2920.0,3149.0,3215.0,2459.0,3677.0,18896.0,7164.0,748.0,395.0,299.0
22,CAMERA 4_OZ/good/GOOD20230722190308586366.jpg,good,0,0.06299999999828287,4.07531904929158,7.843821530443041,6.35605281607833,7.667699639633032,0.1994028198996581,0.18561966277209063,0.19383559263857486,0.1855167986918339,0.6490322996412655,0.5855818542376164,0.6186185560008942,0.5880367680951408,357.11081840532853,1010.8650092145566,756.8900794578076,974.0111161976888,0.9396983639153396,0.8296174540569311,0.8719302382471447,0.8358282403563956,605.0,614.0,555.0,649.0,850.0,902.0,1041.0,1083.0,982.0,1068.0,1282.0,1493.0,1657.0,1495.0,1292.0,1063.0,1185.0,1584.0,1973.0,2086.0,1741.0,1441.0,1103.0,1315.0,1783.0,2593.0,2993.0,3013.0,2570.0,3941.0,17719.0,7431.0,656.0,304.0,213.0
23,CAMERA 4_OZ/good/GOOD20230722190335736538.jpg,good,0,0.0459999999984575,4.084732466924184,7.9082297425781904,6.444028978733194,7.761606272962885,0.1945399111226282,0.18142297233954818,0.18924765253876424,0.18211883370234405,0.6504509787959347,0.5853167450665188,0.6171489126256793,0.5878854051297602,368.68494321506955,1033.5101595238632,771.9762561346067,1002.7723703207816,0.938358429540504,0.8275342877596784,0.8706711506595588,0.8326625172621843,547.0,551.0,537.0,618.0,830.0,970.0,1137.0,1041.0,947.0,1013.0,1200.0,1545.0,1595.0,1617.0,1286.0,1061.0,1179.0,1662.0,2067.0,2072.0,1785.0,1541.0,1123.0,1334.0,1812.0,2935.0,3239.0,2816.0,2847.0,4157.0,17436.0,6870.0,762.0,399.0,231.0
24,CAMERA 4_OZ/good/GOOD20230722190350169926.jpg,good,0,0.06300000000192085,4.086781407329281,7.889295817633042,6.418719326945344,7.7020342524442285,0.19425675012043472,0.180435518781425,0.1875826738941767,0.1806546269690491,0.6491026079728783,0.5831328575464163,0.6150896511819784,0.5860656045970783,360.83931623930386,1010.784930332984,748.8297966814569,968.5069314833398,0.9392985277367147,0.8302688169414565,0.873768258492656,0.8373667455156699,534.0,560.0,566.0,668.0,803.0,1017.0,1061.0,1086.0,1032.0,1014.0,1297.0,1468.0,1538.0,1488.0,1299.0,1095.0,1250.0,1727.0,1944.0,1902.0,1781.0,1606.0,1123.0,1343.0,1658.0,2792.0,3101.0,2622.0,2837.0,4286.0,17279.0,7266.0,788.0,352.0,271.0
25,CAMERA 4_OZ/good/GOOD20230722190404609879.jpg,good,0,0.046999999998661224,3.986594075635113,7.782430068903752,6.317317130170376,7.564742754516102,0.19558178618774688,0.1821970432550747,0.1905051518648425,0.18276288010360353,0.6492497408580573,0.5851561093706067,0.618288431567149,0.587352024666673,318.4674277016671,956.6797314269929,714.9101892965577,908.2081205760929,0.9452964495812183,0.8359627430982166,0.8769466938965421,0.8442723783954144,616.0,592.0,597.0,635.0,811.0,1014.0,1096.0,1067.0,980.0,1050.0,1327.0,1521.0,1565.0,1581.0,1199.0,1027.0,1212.0,1700.0,1934.0,1923.0,1818.0,1395.0,1119.0,1275.0,1743.0,2671.0,3046.0,2980.0,2416.0,4112.0,17336.0,7425.0,755.0,319.0,210.0
26,CAMERA 4_OZ/good/GOOD20230722190419002450.jpg,good,0,0.062000000001717126,4.111509190961148,7.851686210984489,6.351904650619093,7.6722893263370375,0.19441351404830692,0.1824981527835757,0.18981962431140242,0.182577083022187,0.6463879129689301,0.585263096527121,0.6166296242705084,0.5864316019373088,364.67338719118584,1006.4143747578669,746.9494975461475,970.0274911668812,0.9385194520019939,0.8306416531415617,0.8738165071328131,0.8367639204139031,644.0,545.0,590.0,621.0,809.0,1019.0,993.0,1047.0,945.0,1080.0,1332.0,1567.0,1571.0,1529.0,1275.0,1069.0,1121.0,1661.0,2065.0,2012.0,1717.0,1477.0,1125.0,1295.0,1835.0,2677.0,2976.0,2898.0,2846.0,4188.0,17399.0,7072.0,783.0,357.0,260.0
27,CAMERA 4_OZ/good/GOOD20230722190433841664.jpg,good,0,0.046999999998661224,4.062592202318151,7.825814933502112,6.352570694087197,7.632343792184342,0.20207474171204523,0.1888034239449917,0.1962654279921619,0.18904252261032023,0.6545675919791705,0.5894572219876913,0.6211112318501736,0.5920761978169097,363.48186395034594,1001.3665645431656,739.4854522084527,965.0653355401121,0.9384396364525377,0.8307162136469405,0.8745030304866178,0.8368514559649188,520.0,581.0,580.0,642.0,772.0,970.0,1005.0,1064.0,992.0,1073.0,1285.0,1549.0,1687.0,1577.0,1236.0,1006.0,1209.0,1731.0,1940.0,1982.0,1726.0,1497.0,1034.0,1286.0,1673.0,2722.0,3059.0,2926.0,2526.0,4064.0,17941.0,7106.0,705.0,309.0,213.0
28,CAMERA 4_OZ/good/GOOD20230722190448828132.jpg,good,0,0.0470000000022992,4.05508722632003,7.8595039382091425,6.400210329516077,7.68197344789921,0.1950693507952624,0.18107770801739312,0.18767299976917048,0.1817786936583891,0.6474928498688749,0.5832512425238617,0.6143970792059459,0.5861827073396397,355.68243765366213,994.9229965606386,740.5846693152511,957.8379993191495,0.9398776789223129,0.8321372426759026,0.8745623613896931,0.8383930185600912,571.0,599.0,618.0,665.0,789.0,936.0,1006.0,1021.0,967.0,1088.0,1348.0,1491.0,1550.0,1643.0,1264.0,940.0,1165.0,1687.0,2085.0,1978.0,1792.0,1557.0,1222.0,1228.0,1781.0,2564.0,3104.0,2973.0,2575.0,4339.0,17327.0,7143.0,843.0,339.0,255.0
29,CAMERA 4_OZ/good/GOOD20230722190504606246.jpg,good,0,0.06299999999828287,4.0751551340591785,7.847284337547076,6.369806029445922,7.684943245178251,0.19381227698346115,0.18109602089526966,0.18957688207432039,0.18155379236232508,0.6449247425784669,0.5841897069940081,0.6171950179232413,0.5852892850506485,367.48360847674894,1023.975067788822,758.4146295863446,986.8639879799216,0.9381759055780711,0.82803554015001,0.8721399070600169,0.8342668919979528,571.0,576.0,592.0,741.0,849.0,972.0,1003.0,1081.0,975.0,997.0,1297.0,1480.0,1654.0,1628.0,1318.0,982.0,1085.0,1680.0,2089.0,2009.0,1766.0,1326.0,1083.0,1275.0,1723.0,2896.0,3062.0,2771.0,2622.0,4320.0,17215.0,7416.0,781.0,359.0,238.0
30,CAMERA 4_OZ/good/GOOD20230722190518413141.jpg,good,0,0.062000000001717126,4.081758576279108,7.7998497493863885,6.344099088571908,7.727130800201681,0.20906946035584664,0.1940298619395488,0.20181668714061402,0.19441473031386125,0.6555845450245491,0.5915914394028735,0.6222544467859987,0.5924223942176244,374.1884673925635,1031.4847460412186,773.6025473241327,1021.6419574837363,0.9427951360452893,0.8424396514005564,0.8814389366436067,0.8439380332779037,443.0,408.0,382.0,459.0,634.0,839.0,1012.0,987.0,946.0,945.0,1156.0,1349.0,1396.0,1488.0,1353.0,1037.0,1086.0,1378.0,1862.0,2027.0,1977.0,1644.0,1152.0,1281.0,1786.0,3056.0,2832.0,3102.0,2644.0,3488.0,18705.0,8109.0,805.0,381.0,294.0
31,CAMERA 4_OZ/good/GOOD20230722190531952491.jpg,good,0,0.046999999998661224,4.062568785856388,7.7510417767132305,6.3295629820049335,7.705579227852403,0.212017374229959,0.19871920326364145,0.20675820251080662,0.19891243313416168,0.6620882013899998,0.6015251990780244,0.6328303949930176,0.6031324333443722,374.925676150321,1019.0936718667147,763.5674456648692,1012.2113368782776,0.9426980499423177,0.8444415161019965,0.8830084021010551,0.8454883578874884,391.0,369.0,381.0,434.0,617.0,810.0,920.0,936.0,848.0,909.0,1046.0,1267.0,1474.0,1580.0,1406.0,1071.0,997.0,1431.0,1902.0,2120.0,2124.0,1750.0,1147.0,1393.0,2026.0,3460.0,2859.0,2965.0,2756.0,3828.0,19040.0,7370.0,821.0,416.0,303.0
32,CAMERA 4_OZ/good/GOOD20230722190559072917.jpg,good,0,0.046999999998661224,4.035183233813304,7.802056555269654,6.3662304276698025,7.739596905776162,0.2139120948159584,0.19942069019762815,0.20747173635477778,0.20014556376324433,0.6624201438069874,0.5976748330751307,0.6277814114513439,0.5985661438290886,368.4083713850715,1033.9170687044107,783.5627716756178,1025.1548637766489,0.9437863921854326,0.8424186766492463,0.8801403744544571,0.8437499463577054,401.0,375.0,383.0,470.0,590.0,861.0,969.0,896.0,913.0,934.0,1162.0,1357.0,1408.0,1538.0,1416.0,1013.0,1067.0,1387.0,1857.0,2096.0,1917.0,1778.0,1266.0,1359.0,1999.0,3119.0,2865.0,3138.0,2743.0,3389.0,19136.0,7668.0,763.0,380.0,269.0
33,CAMERA 4_OZ/good/GOOD20230722190613715714.jpg,good,0,0.062000000001717126,4.056562463411714,7.808101794790292,6.363239074549906,7.768696223779242,0.21308484167528544,0.19910447305888324,0.2073564299660222,0.19985526407213108,0.6623610917121799,0.598637677827314,0.6298139309193329,0.6019782537611732,378.15514576746205,1029.4215586153139,771.6467632624388,1027.8460283362917,0.9422028021747095,0.8428692508103244,0.8817703094951423,0.8431052997509958,368.0,372.0,362.0,418.0,564.0,874.0,921.0,970.0,835.0,857.0,1065.0,1276.0,1418.0,1604.0,1406.0,1105.0,1079.0,1411.0,1872.0,2234.0,2009.0,1665.0,1121.0,1432.0,2070.0,3391.0,3143.0,2938.0,2594.0,3709.0,19040.0,7460.0,789.0,439.0,293.0
34,CAMERA 4_OZ/good/GOOD20230722190627889892.jpg,good,0,0.046999999998661224,4.089193302891891,7.764083060416838,6.325111007244503,7.703360683639952,0.21260564233954607,0.19857772857613495,0.20637334493293977,0.19850005718355226,0.6580619165144967,0.5967647155340217,0.6278403678044036,0.5970765621000323,370.85186746281266,998.8006479557395,743.9095699929856,988.2487938866482,0.943066905988666,0.8468337746909593,0.8855096578355307,0.8484473443712413,388.0,412.0,353.0,489.0,677.0,842.0,992.0,973.0,876.0,858.0,1084.0,1347.0,1537.0,1511.0,1276.0,1068.0,1050.0,1404.0,1859.0,2268.0,1890.0,1647.0,1264.0,1265.0,2009.0,3201.0,2816.0,3219.0,2516.0,3426.0,19071.0,7784.0,807.0,428.0,287.0
