number,Filename,category,class,duration,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
58,CAMERA 4_OZ/good_cropped_png/OZ_Cropped105.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79692
59,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1050.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79440
60,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1051.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79437
61,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1052.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79353
62,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1053.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79466
63,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1054.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79455
64,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1055.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79338
65,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1056.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79579
66,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1057.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79442
67,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1058.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79478
68,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1059.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79329
69,CAMERA 4_OZ/good_cropped_png/OZ_Cropped106.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79737
70,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1060.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79500
71,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1061.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79422
72,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1062.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79237
73,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1063.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79458
74,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1064.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79230
75,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1065.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,79470
76,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1066.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79257
77,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1067.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79484
78,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1068.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79638
79,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1069.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79756
80,CAMERA 4_OZ/good_cropped_png/OZ_Cropped107.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79611
81,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1070.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79355
82,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1071.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79387
83,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1072.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79379
84,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1073.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79434
85,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1074.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79344
86,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1075.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79336
87,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1076.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79218
88,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1077.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79367
89,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1078.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79455
90,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1079.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79517
91,CAMERA 4_OZ/good_cropped_png/OZ_Cropped108.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79682
92,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1080.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79443
93,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1081.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79480
94,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1082.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79337
95,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1083.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79424
96,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1084.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79400
97,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1085.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79329
98,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1086.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79471
99,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1087.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79545
100,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1088.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79405
101,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1089.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79539
102,CAMERA 4_OZ/good_cropped_png/OZ_Cropped109.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79688
103,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1090.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79588
104,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1091.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79308
105,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1092.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79543
106,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1093.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79625
107,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1094.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79617
108,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1095.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79311
109,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1096.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79404
110,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1097.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79426
111,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1098.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79354
112,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1099.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79569
113,CAMERA 4_OZ/good_cropped_png/OZ_Cropped11.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79901
114,CAMERA 4_OZ/good_cropped_png/OZ_Cropped110.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79583
115,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1100.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,79396
116,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1101.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79496
117,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1102.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79502
118,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1103.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79467
119,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1104.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79485
120,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1105.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79279
121,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1106.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79498
122,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1107.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79539
123,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1108.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79276
124,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1109.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79509
125,CAMERA 4_OZ/good_cropped_png/OZ_Cropped111.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79771
126,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1110.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79552
127,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1111.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79490
128,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1112.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79245
129,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1113.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79461
130,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1114.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79433
131,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1115.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79538
132,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1116.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79276
133,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1117.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79776
134,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1118.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79460
135,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1119.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79448
136,CAMERA 4_OZ/good_cropped_png/OZ_Cropped112.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79506
137,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1120.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79281
138,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1121.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79343
139,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1122.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79372
140,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1123.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79410
141,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1124.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79931
142,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1125.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79408
143,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1126.png,good,0,0.0,0,0,0,0,0,0,0,0,0,80085
144,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1127.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79408
145,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1128.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79348
146,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1129.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79383
147,CAMERA 4_OZ/good_cropped_png/OZ_Cropped113.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79653
148,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1130.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79633
149,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1131.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79553
150,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1132.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79395
151,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1133.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79370
152,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1134.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79649
153,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1135.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79376
154,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1136.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,79283
155,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1137.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79476
156,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1138.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79613
157,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1139.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79333
158,CAMERA 4_OZ/good_cropped_png/OZ_Cropped114.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79759
159,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1140.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79679
160,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1141.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79472
161,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1142.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79713
162,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1143.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79642
163,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1144.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79467
164,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1145.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79300
165,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1146.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79766
166,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1147.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79426
167,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1148.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79389
168,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1149.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79300
169,CAMERA 4_OZ/good_cropped_png/OZ_Cropped115.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79732
170,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1150.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79629
171,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1151.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79870
172,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1152.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79403
173,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1153.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79545
174,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1154.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79440
175,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1155.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79301
176,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1156.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79432
177,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1157.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79413
178,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1158.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79481
179,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1159.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79588
180,CAMERA 4_OZ/good_cropped_png/OZ_Cropped116.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79484
181,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1160.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79521
182,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1161.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79601
183,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1162.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79522
184,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1163.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79556
185,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1164.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79409
186,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1165.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79473
187,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1166.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79402
188,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1167.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79557
189,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1168.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79481
190,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1169.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79741
191,CAMERA 4_OZ/good_cropped_png/OZ_Cropped117.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79746
192,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1170.png,good,0,0.01600000000325963,0,0,0,0,0,0,0,0,0,79471
193,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1171.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79398
194,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1172.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79701
195,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1173.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79616
196,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1174.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79368
197,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1175.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79401
198,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1176.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79330
199,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1177.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79281
200,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1178.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79503
201,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1179.png,good,0,0.014999999999417923,0,0,0,0,0,0,0,0,0,79529
202,CAMERA 4_OZ/good_cropped_png/OZ_Cropped118.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79725
203,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1180.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79346
204,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1181.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79310
205,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1182.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79442
206,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1183.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79452
207,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1184.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79569
208,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1185.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79914
209,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1186.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79542
210,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1187.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79451
211,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1188.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79470
212,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1189.png,good,0,0.01599999999962165,0,0,0,0,0,0,0,0,0,79537
213,CAMERA 4_OZ/good_cropped_png/OZ_Cropped119.png,good,0,0.0,0,0,0,0,0,0,0,0,0,79469
