number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135
24,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1019.png,good,0,0.030999999999039574,3.3739843109706205,7.254123088119606,5.869876139284834,7.132490521299175,0.9209256356762272,0.9128727002610693,0.916328655697003,0.9131306651979278,0.9328368971349447,0.918938052703224,0.9234983540516544,0.9193013242001432,606.4100924950229,1492.3854397764937,1183.8833839682163,1463.9611226537902,0.9111307273345756,0.7818090762080927,0.8261832398442615,0.7859647908417615
25,CAMERA 4_OZ/good_cropped_png/OZ_Cropped102.png,good,0,0.030999999999039574,3.4254536939468525,7.21130166332121,5.784435615798015,7.084856381542618,0.923372342010297,0.9154663828307783,0.918957130715222,0.9157830974591498,0.9339149298280289,0.9211462100060854,0.925728911857255,0.9212354436039951,628.2939936775537,1495.6346797196788,1168.9983407338152,1460.5501754880138,0.9057486974498402,0.7761701864309637,0.8243137334226941,0.7814207721173053
26,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1020.png,good,0,0.01599999999962165,3.366046130429694,7.104318531300215,5.7470904416919275,6.972684908030149,0.9268726341660164,0.9190691022735821,0.9223921873379293,0.919362456992789,0.9363468874280685,0.9239880822229753,0.9285613746984922,0.9243052330422509,600.0507668891211,1449.2981887758015,1148.2418789436772,1416.7677806340967,0.9005153847576126,0.7602889328091819,0.8092761243617735,0.7656693982732156
27,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1021.png,good,0,0.031000000002677552,3.4847207586933617,7.322440163867037,5.911848562748246,7.293023910976483,0.9180104210457714,0.9101372498136873,0.9136057966063452,0.9102075617090816,0.9298506722852002,0.9167941581348502,0.9213578691402747,0.9168391055227173,632.4405573117886,1502.6707985585247,1184.2556905819124,1495.2096582972258,0.9094683498507831,0.7854057494235335,0.8301672753956668,0.7864712641086937
28,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1022.png,good,0,0.030999999999039574,3.398290598290607,7.166578629197888,5.741341434914643,7.036611848669426,0.9222482159879959,0.9143976862975413,0.917881885938498,0.9146673671958758,0.9326115913717249,0.9202061371822035,0.9246870916982238,0.9203334264135665,615.8378410022228,1477.353523259494,1156.0167095115658,1441.8836496812978,0.9083222154039758,0.780592746145633,0.8275907135439784,0.7858605086911752
29,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1023.png,good,0,0.0319999999992433,3.460227139679204,7.283821060910154,5.911170834307029,7.233909685295373,0.9184082096229436,0.9103833999114778,0.9139677132939323,0.9105593510921678,0.9296392351912518,0.9165745589592404,0.9213044025085103,0.9170400758979242,621.464395269873,1483.720932962392,1176.491049310584,1472.1148712892114,0.9093849942461653,0.7841712640093736,0.8281427208089308,0.7858595340641389
30,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1024.png,good,0,0.014999999999417923,3.460391054911615,7.324576539775295,5.905351717691,7.226561491237306,0.9185605112870054,0.910477699788194,0.9139914924171216,0.910759193489518,0.9302071863648662,0.916771503198651,0.921236220204301,0.9168325227558255,618.4706942980908,1494.4376753412819,1181.1352886188347,1469.891749128418,0.9102060493686204,0.7835393220785579,0.8282000743448599,0.7870946579188651
31,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1025.png,good,0,0.030999999999039574,3.457019084416351,7.285816576868398,5.847885019864394,7.149792818490189,0.9197780636292531,0.9117569538339692,0.9151130319432853,0.9120032560351696,0.9306747359879712,0.9176817870597314,0.9221283418992915,0.918071341982097,622.0527572883726,1484.8251810637212,1166.6016592661824,1454.4330269629336,0.9090075881113745,0.7833171107329008,0.82903886191365,0.7877522858939864
32,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1026.png,good,0,0.01600000000325963,3.3803770050345445,7.253841368219615,5.866323907454973,7.177096172130841,0.9197193925750192,0.9117685403252405,0.9152298095461416,0.9119912999121139,0.9307667208211321,0.9178486590676476,0.9222325183588634,0.9180481457916775,600.2918393630722,1481.8472843375393,1175.5748773077803,1461.634703196338,0.9115807940315255,0.7822494224334345,0.8265273380213513,0.7852195673762526
33,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1027.png,good,0,0.030999999999039574,3.452125043905877,7.30234414433447,5.872376723533489,7.164371823314643,0.9179517721235202,0.9100433137343538,0.9135240328737143,0.9102896103652136,0.9296635577196558,0.9165706758575145,0.9208459712930268,0.9170819399757185,621.6665027514339,1495.603408810782,1173.1537275064268,1462.3756500099687,0.9107566983112007,0.7858056990288596,0.8312792794590904,0.7905644449151326
34,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1028.png,good,0,0.0319999999992433,3.4286617492097067,7.315937129508942,5.9308950689413065,7.187942388280422,0.9181271948568009,0.9099605467063205,0.9135234821375228,0.9102069034652601,0.9296585698793404,0.9161762533721743,0.9209223859879611,0.9165110975701546,607.2865706591716,1479.3380990949668,1174.9366207057708,1450.2497446913296,0.9104771876464107,0.7824390886667216,0.8264799161959411,0.7867170078909449
35,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1029.png,good,0,0.030999999999039574,3.445416227608018,7.227488819241438,5.775508296330872,7.076322616238763,0.9225760492888049,0.9147503200550016,0.9182096192397052,0.9150317356839378,0.9329269216014056,0.9210020400191653,0.9250857260756093,0.9211795929261478,631.6779651094707,1504.5858482703532,1172.5863753213366,1464.97276707633,0.9064749070501775,0.777762376834217,0.8260700882463118,0.7836134999329456
36,CAMERA 4_OZ/good_cropped_png/OZ_Cropped103.png,good,0,0.014999999999417923,3.447933497248581,7.19466845089268,5.763028745033844,7.050134403868914,0.9234542920005399,0.9156541642788879,0.9191209127279869,0.9160180038502413,0.9332945658172925,0.9210721444948529,0.9253199843941702,0.9214095681449678,629.3331225851766,1488.1342982239873,1164.8759990652024,1451.5930086511387,0.9055649329165969,0.7771912641494366,0.8248817927804024,0.7826501768008306
37,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1030.png,good,0,0.03200000000288128,3.5373375482964584,7.256282940686174,5.791797148866507,7.148454648965235,0.9188297861890803,0.9110173318488556,0.914540237788185,0.911275311616959,0.929931223873846,0.9173182384331023,0.9217850313754284,0.9176536418545664,640.8118018967323,1480.2416217675477,1149.1895068941328,1454.267586951664,0.906777044467329,0.7851689007806908,0.8325133388895806,0.7889385761962403
38,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1031.png,good,0,0.030999999999039574,3.4213323966748783,7.129109882499295,5.729002103295117,7.052364686410502,0.9216629580497386,0.913904881033973,0.9173679837499411,0.9140924719952029,0.9323507968003656,0.9198808883986256,0.924190519228829,0.9201662595620101,618.8908558716777,1463.4643565634753,1148.8256835709253,1442.7976194668393,0.9073222781638255,0.7813688236967313,0.8276487880666566,0.7844562873725804
39,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1032.png,good,0,0.030999999999039574,3.4458728486125834,7.165310889647921,5.759102594063976,7.052998556185487,0.9213819743967174,0.913529264238751,0.9170174154324506,0.9137050285512249,0.9322942077795467,0.9200265124391177,0.9240345918185948,0.9197066196813957,628.1215782695222,1473.4666572759963,1156.4946249123616,1447.4258548438127,0.9079819967105218,0.7846528347566321,0.830265241948815,0.7884586982668375
40,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1033.png,good,0,0.01599999999962165,3.5298911134527597,7.27080325386481,5.81394017293754,7.112054090220733,0.9200472621089305,0.9122736447987433,0.9157090821314998,0.9126488900595051,0.9313680596284237,0.919018836819651,0.9235986601594574,0.919503417879162,639.7350661515036,1500.4990081111812,1170.3722715587724,1462.0337242196867,0.9063307151495725,0.7808145088213065,0.8284639320090179,0.7864333276925672
41,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1034.png,good,0,0.031000000002677552,3.417023767708709,7.2236738622624035,5.811100724468275,7.118709722858023,0.9201995024312228,0.9122734269257935,0.9156973588199885,0.9125197635973173,0.9314532845045944,0.9183953757157297,0.9228434751951855,0.918613861949366,614.3375014635276,1480.3007594698893,1162.9650619303545,1453.5657522508138,0.9097069682567077,0.7829460020726675,0.8287576089530053,0.7868661109859352
42,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1035.png,good,0,0.030999999999039574,3.4477929984779414,7.1959009754551175,5.794952091610133,7.076334354567939,0.9190521556491544,0.9111578275425856,0.91465697686147,0.9113923126688752,0.9300993431950105,0.9173885962454416,0.9220062770131587,0.9175188312224449,616.3810794988867,1449.5157000152528,1138.791212900205,1421.8090643377734,0.908955801140461,0.7864017051985761,0.8314830765638371,0.7904845103281297
43,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1036.png,good,0,0.0319999999992433,3.4613277133825187,7.148208144052748,5.744928721663896,7.008029017149665,0.9204452170736726,0.9127891724767726,0.9163041884502326,0.9130354208200645,0.9309686370402549,0.9187016625857511,0.9233208529698522,0.9190742727025221,617.4705772157827,1445.130084163812,1132.9934681000211,1410.8783909098304,0.906821838931883,0.7824425849926487,0.82876673452774,0.7875894875262904
44,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1037.png,good,0,0.014999999999417923,3.4321742184756014,7.271331478677295,5.875858845524601,7.1735042434059615,0.918232322428565,0.9101831628095278,0.913733516700792,0.9103708773749755,0.9297895215249202,0.9163860445542485,0.9209679846448025,0.9165101466447937,612.3824844865926,1477.102792548501,1166.0095583080144,1452.6859879564618,0.9100471589430743,0.783540698194839,0.8284109830275967,0.7871188137471008
45,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1038.png,good,0,0.030999999999039574,3.40338367872616,7.223685600591594,5.760609955597047,7.050627413693917,0.9207965970147659,0.9127547451198069,0.9163163885725747,0.9131770025016767,0.9318328569715942,0.9187454364917746,0.9235485620284323,0.9190809696317973,617.737770752838,1483.6421805120165,1154.6835826127601,1442.299327393733,0.9090873518853938,0.7821594613303481,0.8297617950919577,0.7882201743811397
46,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1039.png,good,0,0.03200000000288128,3.5196815361198963,7.297883579251292,5.889156344940354,7.222875655879109,0.9176239005475226,0.9097620674731489,0.9131853982717909,0.9098324323664781,0.9289968631587365,0.9161673335916933,0.9207583779994252,0.9164237384309825,637.6736447722725,1502.995011210097,1182.9310119186748,1484.7311805237564,0.910089120697974,0.7885802219104028,0.832903343036269,0.7911493156212744
47,CAMERA 4_OZ/good_cropped_png/OZ_Cropped104.png,good,0,0.030999999999039574,3.422561760917933,7.170651829418553,5.766055153073092,7.050040497235579,0.9231380244612857,0.9154310319621085,0.9187703010854913,0.9156186484659002,0.9334362743587149,0.920707509788518,0.9249026530205511,0.9209654119572256,618.9135815478261,1476.7504665985796,1160.9395302640792,1444.0850324564756,0.9069777525323536,0.7785723164544416,0.8251901676236226,0.7834596893833163
48,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1040.png,good,0,0.030999999999039574,3.4190844163446994,7.22893263372887,5.797849964945036,7.111291098824965,0.9209135528528528,0.9130363589665511,0.9165736160206267,0.9132592009078812,0.9320861523637927,0.9193076795057228,0.9234487814661717,0.9193312929018528,619.6625687858558,1492.4103719876437,1166.1551063332547,1463.1900552875222,0.9091647054361549,0.7817481112012359,0.8287410523195305,0.7860213254798325
49,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1041.png,good,0,0.01599999999962165,3.500995199625338,7.341080630583007,5.90287450338859,7.25031986946974,0.9187125487776993,0.9107589171968888,0.9142714868981685,0.9109231238359549,0.9296497672337716,0.9166324972336656,0.9216665025867674,0.9170428812971694,625.6545369394668,1497.7994623845173,1178.950619303576,1475.9402988578556,0.908751015969536,0.7820683472423073,0.8277399908289559,0.785248882257104
50,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1042.png,good,0,0.031000000002677552,3.4935019318581046,7.408247350072162,6.022949287216586,7.3610827434822514,0.9169682893866548,0.9088814481410618,0.9124607472222536,0.9090690372630741,0.9286073260489582,0.9155730802677591,0.9200668135137776,0.9156729880251988,628.2798969675656,1515.9800448404073,1207.2644075718626,1501.9423648037816,0.9093221946946476,0.7817186943165795,0.825440260466126,0.7837399367053483
51,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1043.png,good,0,0.030999999999039574,3.4162510244702102,7.102816025166951,5.741785463893385,7.015694146095222,0.9215106056786322,0.9138106822960383,0.9172041203548815,0.9139864590865544,0.9322767875791309,0.9197982453397404,0.9247515920851253,0.9200630604931935,613.6027397260265,1451.4280851263538,1146.4975928955344,1427.6545879259465,0.9089693177022571,0.7851847211722489,0.8295989733712611,0.7887032630016082
52,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1044.png,good,0,0.0319999999992433,3.410888654724283,7.312885163925726,5.914933395653137,7.233909685295359,0.9191809398967569,0.9110994722365108,0.9145169468905889,0.9112283402033236,0.9311584115469309,0.917457672196779,0.9221042986009258,0.9177071358967177,616.8711392108643,1503.035344109109,1188.7093947183907,1481.5721379018835,0.9095621615714776,0.7801646604064829,0.8254068105333395,0.7833038887977697
53,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1045.png,good,0,0.030999999999039574,3.4613042969207495,7.15683581598991,5.716522551998086,7.085278961392602,0.9198950538521449,0.9121442200831404,0.9156269282278953,0.9122495380306724,0.9313065313316026,0.9185258446921858,0.922927877610868,0.9183868821591871,627.598852593373,1468.030543132481,1144.7170366908142,1448.0596776654752,0.9087414964369506,0.7870401337759774,0.8332422229858838,0.7899372075856008
54,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1046.png,good,0,0.014999999999417923,3.5068024821449546,7.246094070969917,5.836013087169854,7.157727929006545,0.9190638265175977,0.911228660242796,0.9147389042717283,0.9114397903508049,0.9301307432350424,0.9176510714054988,0.9221434218172933,0.9177314700847989,634.6414471373358,1486.659294995942,1166.9233699462468,1461.3426300900271,0.9083906850445679,0.7859106548652834,0.831247749378608,0.7895564318290741
55,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1047.png,good,0,0.03200000000288128,3.4876946493384935,7.315467596342323,5.890722131339055,7.286614783251724,0.9187830577442391,0.9107952992791284,0.914295585281909,0.910818552705406,0.9308409205316647,0.9171977764735009,0.9219979839633612,0.9170566717709907,638.5142020840643,1519.268349943058,1195.6110539845768,1509.6470284419654,0.9092594057497364,0.7846035580795061,0.8297776565184354,0.7859676346878197
56,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1048.png,good,0,0.030999999999039574,3.397541271513885,7.219847166954223,5.868357092778632,7.144792290265374,0.919087411000379,0.9110761653719487,0.9144703855254934,0.9112050744010382,0.930415914804558,0.9174879086586987,0.9218128247817711,0.9177764134328693,609.4293408266017,1479.1407543050207,1179.3810002337016,1462.1918747285422,0.9113287435036551,0.7852955788858134,0.8280864987207085,0.7877557905779093
57,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1049.png,good,0,0.030999999999039574,3.443285329586701,7.241539599253406,5.785919607384845,7.111103285558311,0.9194974516747223,0.9116873201426875,0.9151953653540357,0.9119806288921297,0.9315069002948357,0.9184224677545588,0.9231624912268361,0.9187090982860044,633.6301721109924,1509.4024720921122,1180.630953493807,1476.99451820027,0.9102679376198283,0.7867503847577824,0.8325301025865898,0.791325109611689
58,CAMERA 4_OZ/good_cropped_png/OZ_Cropped105.png,good,0,0.01599999999962165,3.492120360613522,7.219424587104241,5.815798083664359,7.094622671408922,0.9222716448697461,0.9144681516859472,0.9178935295463698,0.914726237811078,0.9326175324072351,0.9199470652421791,0.9242537056097184,0.9202931201581132,631.398360847675,1477.7722059841922,1160.4301472306609,1446.103062530068,0.9058914878860135,0.7802635610213506,0.8267221635467676,0.784972585037322
59,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1050.png,good,0,0.031000000002677552,3.4797330523357966,7.319505581575471,5.888151437251638,7.172119120564339,0.9192163760126879,0.9112881472247502,0.9147747014851351,0.9116515847621359,0.930781790938972,0.9174653675164678,0.9221964891208451,0.9181589571089431,628.1370799672171,1503.0749257550597,1185.5765833138598,1465.1964878919046,0.9089515453552242,0.7826444062406158,0.8278353170167324,0.7881219045418296
60,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1051.png,good,0,0.030999999999039574,3.480107715724166,7.237806810578548,5.828371114746379,7.163808383514678,0.9191924951545435,0.9113104495516294,0.9147854552532414,0.9114747094363724,0.9300953379459462,0.9172806668231448,0.9220014643347754,0.9177525531539122,629.6213792295974,1483.4067448439337,1166.4266884786134,1465.3272059255,0.9076917541417558,0.7830332153876484,0.8286773268691005,0.7856775740168968
61,CAMERA 4_OZ/good_cropped_png/OZ_Cropped1052.png,good,0,0.0319999999992433,3.4600632244467913,7.304245753659392,5.908366440757138,7.250225962836408,0.918326164004399,0.9102660044302006,0.9137106671746184,0.9103950167864054,0.9298633610667963,0.9164645265553394,0.9211738850882109,0.9166443602691593,624.3733286500388,1494.3902759681082,1179.1234867959781,1478.2345552933907,0.9105107769744848,0.7863198666246912,0.8306907455343345,0.7886299435865576
