number,Filename,category,class,duration,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Energy 0,Energy 45,Energy 90,Energy 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,Histogram 220,Histogram 221,Histogram 222,Histogram 223,Histogram 224,Histogram 225,Histogram 226,Histogram 227,Histogram 228,Histogram 229,Histogram 230,Histogram 231,Histogram 232,Histogram 233,Histogram 234,Histogram 235,Histogram 236,Histogram 237,Histogram 238,Histogram 239,Histogram 240,Histogram 241,Histogram 242,Histogram 243,Histogram 244,Histogram 245,Histogram 246,Histogram 247,Histogram 248,Histogram 249,Histogram 250,Histogram 251,Histogram 252,Histogram 253,Histogram 254
11,CAMERA 4_OZ/good/GOOD20230722185829544247.jpg,good,0,0.06299999999828287,3.344265623088807,4.966848839232617,3.9890429720931477,4.900583262498421,0.10568512588722208,0.10113046193850389,0.10457898069991042,0.10111663136663464,0.48733467279697046,0.4347621586429337,0.47216507071837616,0.43487901490843994,113.14763605233102,280.1441817055475,202.66194633987834,271.81545045458364,0.9922209836681218,0.9807103383487272,0.9860862251618148,0.9812838258930116,1265.0,1134.0,1051.0,1201.0,1511.0,1775.0,2023.0,1943.0,1761.0,1827.0,2214.0,2601.0,2764.0,2947.0,2522.0,2008.0,2215.0,3130.0,3567.0,3699.0,3708.0,2947.0,1959.0,2281.0,3779.0,6380.0,6179.0,6586.0,5553.0,10248.0,32077.0,9219.0,972.0,405.0,278.0
12,CAMERA 4_OZ/good/GOOD20230722185843275354.jpg,good,0,0.0470000000022992,3.3400953895067547,4.946056180354137,3.9690366131037234,4.894765335444168,0.1120205523038076,0.1071490387529418,0.11040266693365021,0.10719313287810728,0.49453390145507686,0.44237924265367007,0.47768800561884306,0.4420583567170929,118.40828176591594,281.4741132867278,200.9986303714778,273.48340727209273,0.9920502594794127,0.9810717505228538,0.9865200822914936,0.9816091003884403,1173.0,1055.0,1077.0,1111.0,1408.0,1700.0,1970.0,1902.0,1708.0,1762.0,2074.0,2534.0,2877.0,2816.0,2569.0,2022.0,2175.0,3228.0,3531.0,3733.0,3435.0,2988.0,2018.0,2604.0,3590.0,6472.0,6173.0,6333.0,5505.0,9782.0,32660.0,9206.0,899.0,393.0,303.0
13,CAMERA 4_OZ/good/GOOD20230722185857366063.jpg,good,0,0.046999999998661224,3.3258725694016014,4.943016160365082,3.96936189986971,4.875765822925226,0.10545108426108551,0.10081905325000332,0.10398481448154077,0.1009052313229526,0.4889355111840157,0.43538285017688555,0.4720068359293817,0.4358032753478069,110.55872569400834,271.91840449173657,195.43668892309748,263.06937663672454,0.9923945366363642,0.9812657139634655,0.986574318893646,0.9818753838714477,1264.0,1124.0,1096.0,1210.0,1496.0,1785.0,1934.0,1893.0,1711.0,1854.0,2241.0,2525.0,2891.0,2939.0,2532.0,1987.0,2268.0,3081.0,3573.0,3727.0,3824.0,2814.0,1879.0,2393.0,3707.0,6717.0,6147.0,6238.0,5664.0,10369.0,31776.0,9140.0,1117.0,434.0,280.0
14,CAMERA 4_OZ/good/GOOD20230722185912941807.jpg,good,0,0.062000000001717126,3.365099669805155,4.966265821700436,3.9848338102568728,4.904960793296654,0.11067150381173715,0.10626159269883512,0.10963146845033013,0.10612916130612021,0.4910800697916637,0.43940165673913445,0.4759871165403957,0.44007700035737185,118.86265623087955,280.336974335032,199.5673612639393,271.8919310863992,0.9919821792389604,0.9810596803751881,0.9865535697587292,0.981630250200139,1163.0,1080.0,1064.0,1133.0,1350.0,1669.0,1983.0,1940.0,1694.0,1701.0,2191.0,2578.0,2820.0,2748.0,2537.0,2071.0,2206.0,3028.0,3550.0,3679.0,3523.0,2977.0,2024.0,2447.0,3814.0,6326.0,6147.0,6406.0,5606.0,10073.0,32597.0,8899.0,1041.0,418.0,304.0
15,CAMERA 4_OZ/good/GOOD20230722190125279641.jpg,good,0,0.046999999998661224,3.362621988503923,5.004509812088029,4.048032381930014,4.94902271073848,0.1072639041370609,0.10260028132175551,0.10585601646808891,0.102573718981525,0.48605488117643625,0.4332904597129237,0.46834324788833226,0.4331326506751398,117.99681056621108,281.73731385700887,202.45154939219438,274.60800644753937,0.9919438241725345,0.9807360891483933,0.9861964785570326,0.9812235614315343,1142.0,1097.0,1128.0,1191.0,1457.0,1838.0,1883.0,1913.0,1627.0,1741.0,2142.0,2614.0,2811.0,2725.0,2468.0,1990.0,2265.0,2915.0,3521.0,3639.0,4131.0,3224.0,2107.0,2429.0,3749.0,6310.0,5974.0,6367.0,5173.0,8656.0,34275.0,9828.0,1018.0,478.0,371.0
16,CAMERA 4_OZ/good/GOOD20230722190140423514.jpg,good,0,0.046999999998661224,3.3595377277726266,4.997805110467975,4.045236872354851,4.955097851409834,0.10482062637298399,0.10015992096619787,0.10356321132516418,0.1002588869161571,0.48519655419163027,0.4313889496972673,0.4673821115306748,0.43130059634375795,118.46564021033396,281.68682404878837,202.05111160023355,275.49454584653995,0.991910243117823,0.9807355492678084,0.9862208825886127,0.9811590367303381,1237.0,1100.0,1081.0,1187.0,1436.0,1737.0,1891.0,1815.0,1697.0,1725.0,2245.0,2579.0,2619.0,2821.0,2644.0,1935.0,2215.0,3093.0,3398.0,3749.0,3991.0,3251.0,2110.0,2442.0,3578.0,6028.0,6236.0,6437.0,5483.0,8621.0,33443.0,10218.0,1226.0,538.0,357.0
17,CAMERA 4_OZ/good/GOOD20230722190154715700.jpg,good,0,0.062000000001717126,3.3321462639105954,4.966324613384354,4.022457015676697,4.914230282127465,0.10636799489471799,0.10173414573535265,0.10516099274800104,0.10180275053902019,0.487990169967686,0.433374954093168,0.469547618965912,0.4344337902312131,114.36688761158271,277.5703552732961,201.21761929216302,270.40855321019694,0.9921846936631573,0.9810041035333077,0.9862684352308095,0.98149423098359,1145.0,1123.0,1122.0,1259.0,1459.0,1707.0,1844.0,1841.0,1638.0,1814.0,2233.0,2618.0,2735.0,2710.0,2481.0,2008.0,2177.0,3171.0,3626.0,3674.0,3939.0,3186.0,2024.0,2439.0,3508.0,6365.0,6095.0,6337.0,5412.0,8221.0,34248.0,10233.0,1039.0,458.0,314.0
18,CAMERA 4_OZ/good/GOOD20230722190208672172.jpg,good,0,0.046999999998661224,3.3611006481590793,4.994186972253648,4.0382566585949435,4.947819930871693,0.10485660451546645,0.1000487454055285,0.10334970428742264,0.10010045298008656,0.48381552951997425,0.4304009144166382,0.4662707822144062,0.4304520890604443,118.92467653172322,281.37857190105507,201.54792476822965,275.0379867768186,0.9918815585478125,0.9807630948287429,0.9862598213435075,0.9811965792762086,1205.0,1044.0,1114.0,1198.0,1402.0,1731.0,1912.0,1916.0,1669.0,1794.0,2069.0,2523.0,2787.0,2847.0,2589.0,2025.0,2269.0,2988.0,3453.0,3707.0,3928.0,3286.0,2121.0,2445.0,3641.0,6253.0,5973.0,6346.0,5504.0,8943.0,33530.0,9728.0,1226.0,597.0,390.0
19,CAMERA 4_OZ/good/GOOD20230722190224048817.jpg,good,0,0.06300000000192085,3.3471322000729704,4.98966981120609,4.0385256927623265,4.9387586625880955,0.10735555551532486,0.10254185121607565,0.10571153024834497,0.10255008090425427,0.487305829020481,0.43314692566342505,0.46989058174376885,0.43342105957961824,115.9173755656003,279.5142190137736,203.02056888494485,273.0935620656967,0.992095845012927,0.9809122796278755,0.9861750956311294,0.9813507402023454,1183.0,1140.0,1077.0,1186.0,1433.0,1770.0,1931.0,1806.0,1648.0,1733.0,2132.0,2592.0,2827.0,2793.0,2586.0,1984.0,2079.0,2895.0,3539.0,3755.0,3857.0,3356.0,2207.0,2482.0,3685.0,5964.0,6286.0,6226.0,5442.0,8325.0,34246.0,10139.0,1087.0,468.0,325.0
20,CAMERA 4_OZ/good/GOOD20230722190239235133.jpg,good,0,0.046999999998661224,3.3824899107247717,5.00892653734225,4.055455279183357,4.9662486741259455,0.10834160868132471,0.10362008147548722,0.10687281656057421,0.10366714914738513,0.4871742631562308,0.43401653608249324,0.46923470405474166,0.433652583377095,118.45647792587775,281.8811109669083,203.15688605176732,276.5129990863315,0.9919315220288871,0.980771838104474,0.9861809807940319,0.9811380170370133,1206.0,1075.0,1062.0,1172.0,1476.0,1808.0,1959.0,1850.0,1649.0,1629.0,2143.0,2581.0,2806.0,2843.0,2457.0,2012.0,2218.0,3025.0,3473.0,3729.0,3936.0,3152.0,2257.0,2424.0,3484.0,6127.0,6048.0,6277.0,5321.0,8766.0,34824.0,9487.0,1063.0,475.0,353.0
21,CAMERA 4_OZ/good/GOOD20230722190254024870.jpg,good,0,0.062000000001717126,3.3351522563283336,4.970199965215862,4.012676400811303,4.9247833893904875,0.10562592119017741,0.10070060255035586,0.1041397924252894,0.10088147596307771,0.48800437771984845,0.43297148933884744,0.469137963328842,0.43268068027673295,116.96240919651432,279.74153705963727,200.67342920729646,273.0891649376691,0.9920321803954704,0.9809151244852619,0.9863466207812118,0.9813689709006292,1221.0,1175.0,1015.0,1208.0,1504.0,1667.0,1849.0,1817.0,1681.0,1765.0,2206.0,2530.0,2834.0,2721.0,2593.0,2034.0,2178.0,2838.0,3556.0,3857.0,3847.0,3374.0,2062.0,2409.0,3593.0,6118.0,6256.0,6259.0,5588.0,8440.0,33787.0,10329.0,1066.0,478.0,355.0
22,CAMERA 4_OZ/good/GOOD20230722190308586366.jpg,good,0,0.046999999998661224,3.3904928457865715,5.009595292746762,4.017783158460473,4.949598379310149,0.10314858236034766,0.09850428812491463,0.10178632030886106,0.09847955088007802,0.4860985547880018,0.43290983348896245,0.46757019007070366,0.43261708227286866,117.91956707837952,282.68732377810426,201.90648616916476,273.5121760027535,0.9917852192483408,0.9802751519844888,0.9859537947135485,0.9809153589558095,1338.0,1328.0,1159.0,1350.0,1692.0,1883.0,2093.0,1989.0,1765.0,1967.0,2336.0,2799.0,2945.0,2938.0,2544.0,2049.0,2376.0,3086.0,3665.0,3836.0,3427.0,2722.0,1978.0,2452.0,3509.0,6018.0,6117.0,6187.0,6132.0,10249.0,31468.0,9044.0,991.0,404.0,275.0
23,CAMERA 4_OZ/good/GOOD20230722190335736538.jpg,good,0,0.046999999998661224,3.380291060290664,5.0124785349121455,4.0353975591257285,4.955788653695813,0.10314482256507398,0.09844937927785825,0.10167092635360475,0.0985039743296245,0.4860638917946266,0.43184432509437204,0.46704489548203104,0.43230118189811395,117.77526721290229,284.40163783837954,204.4684740870842,276.5545158137886,0.991806493269754,0.9801827485546208,0.9857946531570633,0.9807295400269528,1333.0,1311.0,1207.0,1330.0,1667.0,1969.0,2225.0,1982.0,1825.0,1888.0,2279.0,2843.0,2890.0,2932.0,2451.0,2015.0,2410.0,3197.0,3678.0,3700.0,3469.0,2818.0,1961.0,2420.0,3497.0,6172.0,6115.0,5990.0,6253.0,10208.0,31326.0,8853.0,1055.0,511.0,280.0
24,CAMERA 4_OZ/good/GOOD20230722190350169926.jpg,good,0,0.062000000001717126,3.3821083526961724,5.019695214112878,4.030068236847221,4.950982433535632,0.10254045061636965,0.09791588238736781,0.10122909256466305,0.09788513733907181,0.48596140136624466,0.4313729009641502,0.46770678262007137,0.43249496734753934,117.37373364313243,281.90028195516965,200.7266563944202,271.5237408169068,0.9918296101524322,0.9803454634098085,0.9860469919271868,0.9810689323828364,1291.0,1229.0,1246.0,1347.0,1685.0,2081.0,2077.0,1997.0,1835.0,1926.0,2326.0,2711.0,2833.0,2933.0,2553.0,2124.0,2424.0,3195.0,3677.0,3684.0,3556.0,2920.0,2000.0,2512.0,3400.0,6118.0,6140.0,5779.0,6069.0,10927.0,30798.0,9067.0,1084.0,436.0,311.0
25,CAMERA 4_OZ/good/GOOD20230722190404609879.jpg,good,0,0.046999999998661224,3.3303974562794387,4.965442738125619,3.9976887519253483,4.8920658172910345,0.10228598530993739,0.09768761323403757,0.10115008407298298,0.0977037537405099,0.4874788535151134,0.4331489362431789,0.469129596424874,0.43308651131222464,105.21655619419374,267.18280049291894,193.0845867879434,255.67853197169873,0.9926573287185249,0.981324211894497,0.9865441080973345,0.9821283477925234,1289.0,1308.0,1251.0,1307.0,1685.0,2027.0,2012.0,1952.0,1819.0,1902.0,2408.0,2769.0,3016.0,2985.0,2345.0,2051.0,2459.0,3275.0,3628.0,3691.0,3513.0,2797.0,1955.0,2449.0,3549.0,6269.0,6149.0,6083.0,5962.0,10547.0,30888.0,9138.0,1053.0,408.0,255.0
26,CAMERA 4_OZ/good/GOOD20230722190419002450.jpg,good,0,0.0470000000022992,3.3869536504826723,5.010874011871926,4.016178736517048,4.944799508110454,0.10274420133023839,0.09823081090003973,0.10122423269870023,0.09816885989172172,0.48624756152034504,0.4329484986536202,0.467078366186445,0.43221748951267486,118.63032407972578,281.0814485291574,200.05861765350107,272.07580452749926,0.9917365727698809,0.9803893110767434,0.9860838528907544,0.9810176241823945,1371.0,1270.0,1207.0,1347.0,1695.0,2003.0,1967.0,1940.0,1744.0,1977.0,2432.0,2855.0,2937.0,2948.0,2537.0,2116.0,2237.0,3104.0,3823.0,3759.0,3414.0,2823.0,1927.0,2390.0,3580.0,6028.0,6165.0,5901.0,6440.0,10637.0,30987.0,8754.0,1074.0,443.0,298.0
27,CAMERA 4_OZ/good/GOOD20230722190433841664.jpg,good,0,0.046999999998661224,3.3726427785247344,4.991244938404338,3.995759043216015,4.920807601765613,0.1034338084325517,0.09893470192564303,0.10209493224163169,0.09893191473627871,0.4877116077868089,0.4339858748704862,0.4701997152902399,0.43410089795061735,118.47441604499262,279.8818703594901,197.9146476874962,270.4600767721895,0.9917376895062598,0.9804498444983994,0.9862166699838187,0.9811079724193158,1253.0,1291.0,1226.0,1291.0,1598.0,2035.0,2008.0,1959.0,1811.0,1981.0,2435.0,2734.0,3049.0,3059.0,2406.0,2006.0,2456.0,3186.0,3605.0,3732.0,3489.0,2820.0,1863.0,2426.0,3385.0,6422.0,6100.0,6061.0,5940.0,10632.0,31501.0,8655.0,1006.0,403.0,267.0
28,CAMERA 4_OZ/good/GOOD20230722190448828132.jpg,good,0,0.062000000001717126,3.386907178671495,5.0137939988397795,4.030660112015411,4.943055354820975,0.10337332408991874,0.09867245521424037,0.10178948354419566,0.09880253026652747,0.484369288286338,0.4313514610188305,0.4670363642523115,0.43215478820185954,116.8248477436596,278.29965631366633,198.33711937776414,269.0276859838676,0.9918583422200096,0.980573796132011,0.9861967719544702,0.9812210102091738,1371.0,1320.0,1291.0,1336.0,1623.0,1894.0,2046.0,1948.0,1800.0,1976.0,2389.0,2731.0,2997.0,3018.0,2419.0,1967.0,2261.0,3225.0,3813.0,3789.0,3481.0,2938.0,2067.0,2295.0,3518.0,5972.0,6184.0,6055.0,5959.0,10641.0,31256.0,8742.0,1141.0,427.0,301.0
29,CAMERA 4_OZ/good/GOOD20230722190504606246.jpg,good,0,0.046999999998661224,3.4011887000118453,5.02681635682727,4.028581211631415,4.964129723851457,0.10263125437337486,0.09822593181503883,0.10157721945998982,0.0982089890997279,0.4839092184320673,0.4315329147838381,0.4674275244466427,0.4309088789676983,119.8214259508268,285.3903351371459,202.66003375152604,276.1848116584411,0.9916439648102416,0.9800655483715519,0.9858868486196879,0.9807085521453534,1321.0,1305.0,1274.0,1466.0,1687.0,1951.0,1943.0,1978.0,1842.0,1902.0,2397.0,2716.0,2943.0,3044.0,2635.0,1993.0,2304.0,3128.0,3793.0,3858.0,3502.0,2710.0,1949.0,2364.0,3514.0,6045.0,6191.0,5993.0,6046.0,10859.0,30800.0,9148.0,1065.0,456.0,288.0
30,CAMERA 4_OZ/good/GOOD20230722190518413141.jpg,good,0,0.046999999998661224,3.3596551302429694,5.005114876501634,4.036747621492748,4.965104685943093,0.10588468863934761,0.10069209488306954,0.10402476127085901,0.10068748234889743,0.48839105685785306,0.4328636811776139,0.468266686091241,0.43323969866008366,118.33320044024877,284.73315434536835,206.38004989357907,282.0373572158732,0.9918981973335047,0.980476246247436,0.9858894224398425,0.9806610980958934,1253.0,1150.0,1063.0,1176.0,1414.0,1765.0,1950.0,1835.0,1732.0,1807.0,2243.0,2579.0,2736.0,2892.0,2673.0,1944.0,2213.0,2936.0,3580.0,3692.0,3563.0,2997.0,1994.0,2394.0,3490.0,6699.0,6013.0,6106.0,5813.0,9292.0,33346.0,10604.0,1109.0,479.0,353.0
31,CAMERA 4_OZ/good/GOOD20230722190531952491.jpg,good,0,0.062000000001717126,3.3288198605841903,4.955668620674532,3.9948149778651074,4.919717505959684,0.11435944599182236,0.10973619281143054,0.11300897032721342,0.10970729368148635,0.4958695932043408,0.44208164898067903,0.47823291936368134,0.4427641348725282,116.94821572702756,280.74952537969136,204.05677599233616,278.3652727322238,0.9922484053639643,0.981360376503384,0.9864871214617104,0.981518672662966,1248.0,1120.0,1026.0,1136.0,1399.0,1701.0,1848.0,1814.0,1640.0,1721.0,2021.0,2513.0,2672.0,2815.0,2545.0,1977.0,2153.0,2867.0,3455.0,3657.0,3787.0,3025.0,1986.0,2430.0,3576.0,6737.0,5843.0,6041.0,5576.0,9312.0,33838.0,10104.0,1120.0,507.0,359.0
32,CAMERA 4_OZ/good/GOOD20230722190559072917.jpg,good,0,0.046999999998661224,3.303128286657323,4.937582828909736,3.9827646929335088,4.896992070472469,0.11370797761856356,0.10891227385151156,0.1122445500818829,0.10897318981725344,0.4958046066045111,0.4426028572434104,0.4784761251278087,0.4427750680891643,115.49962088784523,283.8132212699039,208.02229314937776,280.72221909216137,0.9923319741055473,0.9811268460135137,0.9862010614931409,0.9813323930271753,1191.0,1078.0,1033.0,1127.0,1383.0,1766.0,1954.0,1757.0,1669.0,1779.0,2224.0,2503.0,2561.0,2809.0,2604.0,1962.0,2205.0,2874.0,3480.0,3707.0,3458.0,3132.0,2069.0,2432.0,3599.0,6388.0,6086.0,6211.0,5740.0,8801.0,33785.0,10341.0,1077.0,471.0,324.0
33,CAMERA 4_OZ/good/GOOD20230722190613715714.jpg,good,0,0.06300000000192085,3.3394178794175025,4.969991744668589,4.014816445324262,4.93998348933636,0.1142700964891499,0.1096792919498716,0.11295000594669197,0.10974861743696279,0.4940172622535081,0.4408058815110821,0.47580635515847514,0.4420604125385853,117.52187110185906,282.8301410266044,205.92567808835832,281.60454018784407,0.9921966586745332,0.9811889612049942,0.9863390207135984,0.9812704759432633,1181.0,1141.0,1044.0,1106.0,1368.0,1731.0,1795.0,1826.0,1606.0,1721.0,2110.0,2418.0,2621.0,2844.0,2578.0,1984.0,2090.0,2847.0,3474.0,3851.0,3612.0,2992.0,1944.0,2518.0,3736.0,6396.0,6226.0,5889.0,5480.0,9170.0,33858.0,10085.0,1077.0,552.0,366.0
